movie,year,rating,genre,runtime,imdb_rating,metascore,votes,descriptions
Der Räuber Hotzenplotz,2022,6.2,Adventure|Comedy|Crime,106,6.2,,287,"When the robber Hotzenplotz steals a grandmother's coffee grinder, Kasperl and his friend Seppel set out to get it back from him."
Private Lesson,2022,4.6,Comedy|Romance,89,4.6,,1666,"Posing as a private tutor, Azra secretly coaches students on achieving their goals in life and love - but not without a few bumps in the road."
Ash and Bone,2022,4.8,Horror|Mystery|Thriller,97,4.8,,5640,Cassie is a rebelling teen and with a new stepmom it escalates and her father Lucas decides to take her and his new wife Sarah out of the city for some bonding and quality time together. ...                See full summary »
Behind the Haystacks,2022,7.6,Drama|Family,118,7.6,,264,"A tragic incident on Greece's northern border strikes a local family of three, pushing them to face their own personal impasses, while having to deeply consider the price for their actions."
The Rite of Spring,2022,6.6,Drama,109,6.6,,456,"Laura develops an unconventional relationship with David, who has cerebral palsy."
In Good Hands,2022,5.7,Comedy|Drama|Romance,104,5.7,,3606,"Diagnosed with terminal illness, a single mother encounters a suave bachelor as she grapples with the future of her headstrong six-years-old."
Death Hunt,2022,3.8,Action|Thriller,92,3.8,,470,A land developer and his girlfriend are hunted on a remote island for sport by three deranged locals.
Aaja Mexico Challiye,2022,6.9,Drama|Thriller,125,6.9,,885,Pamma is an ambitious youngster from Punjab who wants to go abroad. But this one dream turns his life around as he becomes caught in dangerous situations. Will Pamma be able to make it out of the jungles of Mexico?
The Seven Faces of Jane,2022,4.5,Drama,93,4.5,47,278,"Jane experiences romance, comedy, tragedy, and crises as imagined by eight different filmmakers."
How I Fell in Love with a Gangster,2022,6,Crime|Drama,185,6,,2745,"A mysterious woman recounts the rise and fall of Nikodem ""Nikos"" Skotarczak, one of the biggest gangsters in Poland's history."
Birdies,2022,4.3,Comedy|Sport,105,4.3,,217,"Twin Pines, a failing country club where maintaining a buzz is par for the course, hires a new Golf Pro to help them get back on track before their rivals at the snooty Magnolia Pointe puts them out of business for good."
Larry,2022,7.9,Drama,108,7.9,,1277,"It tells the story of Adam who lives in isolation due to his stuttering, and hip-hop is the only way he can get rid of his speech impediment."
Christmas at the Holly Hotel,2022,4.1,Comedy|Drama|Romance,85,4.1,,234,"It follows Kathy, a food critic in New York City. Her parents ask her to come home for Christmas, and there she meets a handsome police officer, which now complicates her situation."
Buba,2022,5.9,Comedy|Drama,94,5.9,,2739,"When a small-town con artist joins the local mafia with his manipulative brother, his obsession with balancing his karma gets hilariously brutal."
Stranger Next Door,2022,5.1,Thriller,83,5.1,,123,A recently-divorced retired police officer is caring for her father when a beautiful stranger enters her life.
Beneath the Old Dark House,2022,5.1,Horror,,5.1,,173,"A mysterious being, known only as Coffintooth, welcomes you to his creepy domain, deep in the catacombs of his abode - It is in this lair that you must bear witness to three chilling tales ...                See full summary »"
The Adventures of Maid Marian,2022,3.4,Adventure,82,3.4,,338,"After three years of hiding in a remote priory, news reaches Marian that King Richard the Lionheart is dead. Her lover Robin Hood is returning from the wars. Leaving her sanctuary she ...                See full summary »"
Before I Change My Mind,2022,6.9,Drama,89,6.9,,114,"1987: While the other students wonder if new kid Robin is a boy or a girl, Robin forges a complicated bond with the school bully, making increasingly dangerous choices to fit in."
Beat/I,2022,5,Drama|Thriller,101,5,,138,After a heart transplant a young woman finds herself connecting with a homeless man through classical music. Throughout a series of dramatic performances and emotional events the two worlds begin to merge as one.
Freedom's Path,2022,7,Drama|History|War,131,7,,183,"After a Union soldier flees from battle, rescue comes from a free black man operating a section of the Underground Railroad. But when a ruthless slave catcher discovers the secret network, he conspires to bring it burning to the ground."
Harka,2022,6.7,Drama,87,6.7,80,340,Ali is barely making a living selling contraband gas. The young Tunisian all of a sudden finds himself in charge of his two sisters after his father's death.
Charcoal,2022,7.4,Drama,107,7.4,,444,A family straining to care for their bedridden patriarch is offered a diabolical deal: to put their elder to rest and host an Argentinian drug kingpin in need of a place to hide.
Rainbow/I,2022,4.7,Drama,117,4.7,,1039,Modern day Dorothy (Wizard of Oz inspiration) faces the challenges of being a teenager nowdays and the harsh words of peers.
Prancer: A Christmas Tale,2022,6,Drama|Family|Fantasy,102,6,,306,"Ten-year-old Gloria and her recently widowed grandfather Bud befriend a mysterious reindeer when the family gather for Christmas. Bud comes to believe that Prancer may actually be magical, ...                See full summary »"
Pabuya,2022,5.5,Action|Thriller,81,5.5,,302,"Gang leader, Pepe, is chased by his rival gangs and the police so he runs to his old flame, Bella, who he trust. But this trust is shaken when the police issues a reward for his capture."
Pipa,2022,4.4,Crime|Drama|Mystery,115,4.4,,1689,"Years after moving to a remote town, ex-cop Pipa is pulled back into the dark world she thought she'd left behind when a corpse appears on her property."
Mañana es hoy,2022,5.4,Comedy,118,5.4,,1412,A family is on holiday in 1991 when their teenage daughter decides to elope with her boyfriend. Their parents travel forward in time to 2022 and see how much Spain has changed in three decades.
Doom of Love,2022,4.9,Drama|Romance,100,4.9,,2285,"After his ad agency goes bankrupt, an indebted Firat falls for a singer at a yoga retreat and joins her on a journey of self-realization."
My Escort Best Friend,2022,5.1,Thriller,85,5.1,,136,"Maggie is a teen who's happy to make a new friend, until she realizes she's being groomed for something much worse."
Contorted,2022,4.7,Horror|Mystery,91,4.7,,124,"A family moves to a quiet and isolated place, but suffers from nightmares on their very first day in the new home. The wife is anxious about a strange sound she hears in the warehouse, but ...                See full summary »"
The Garage,2022,5.6,Comedy,113,5.6,,1764,"2 close friends are car painters at the repair shop. At the request of their friends working at the real estate agent pull a car from the parking lot. After this incident, the owner of the car is found dead."
Our Almost Completely True Story,2022,7.5,Comedy|Drama|Romance,92,7.5,,15,"A tall, aging ""shiksa"" icon meets a short Jewish leprechaun in a bird store--what are the chances?"
We Are Still Here,2022,6.5,Drama,82,6.5,,145,Comprises of eight stories by and about First Nations people.
The Happiest Man in the World,2022,6.6,Drama,100,6.6,,424,"Asja is a 40-year-old single woman living in Sarajevo. She meets Zoran, a 43-year-old banker, at a dating event. Zoran is not there looking for love though, but for forgiveness. During the ...                See full summary »"
Bridge of the Doomed,2022,3.5,Action|Horror|Thriller,82,3.5,,873,"A group of soldiers are ordered to hold a bridge during a zombie outbreak, but what lives underneath the bridge, proves to be even more deadly."
Hillwalkers,2022,4.3,Horror|Thriller,88,4.3,,421,"When hikers trespass onto private land, an altercation with the landowner descends into violence."
The Way Out,2022,5.2,Drama|Horror|Mystery,94,5.2,,116,"A young man deals with the loss of his abusive father by taking advice from a charming, dangerous stranger who teaches him about life, sex, and fighting back."
Duetto,2022,5.9,Drama,,5.9,,53,"Duetto takes place in 1965 and tells the story of 18-year-old Cora, a Brazilian from an Italian family who, after losing her dad in a tragic car accident, goes with her grandmother Lucia to...                See full summary »"
Confession/V,2022,6.7,,89,6.7,,46,"An up-and-coming district attorney takes on the case of a young woman who has accused three men of sexual assault. She puts her career on the line in order to uncover a deeper web of mystery, murder and deception."
1001 Nunakal,2022,7,Drama,104,7,,283,Close friends get together and have some good time over food and talks until one of them proposes a game: each of them has to reveal a lie that they have hidden from their partners.
Grand Expectations,2022,6.6,Drama,105,6.6,,344,"Summer 2019. Just graduated, Madeleine goes to Corsica to prepare for further exams with Antoine, her lover with whom she shares very left-wing political convictions. On a small deserted road, an unexpected encounter will seal their fate."
The Mountain,2022,6.2,Adventure|Drama|Fantasy,113,6.2,57,369,"Pierre, a Parisian engineer, goes up in the Alps for his work. Irresistibly attracted by what surrounds him, he camps out alone high in the mountains and leaves behind his everyday life. Up...                See full summary »"
Divorce Bait,2022,4.6,Comedy|Romance,93,4.6,,182,"Alexis Laguna is a happily re-married, suburban housewife. One day she announces that she is getting divorced just to see which of her friends will try to steal her husband. Meanwhile, an old flame comes back into her life."
Bully High,2022,4.9,Drama,94,4.9,,74,A Muslim High School girl is bullied for wearing a Hijab.
Ice Road Killer,2022,4.7,Drama|Horror|Thriller,91,4.7,,273,"Follows Helen and her daughter Lauren, who go on a trip to an isolated cabin in the cold north and meet a hitchhiker who actually is a thief trying to evade a cold-blooded killer, and now Helen and Lauren are on the murderer's radar too."
Inland,2022,5.8,Drama,82,5.8,,81,INLAND is a modern fairy tale that explores the fractured identity of a young man after the mysterious disappearance of his mother.
Last Radio Call,2022,4.3,Horror|Mystery,76,4.3,,680,"On June 30th, 2018, Officer David Serling went missing inside an undisclosed abandoned hospital. Using his recovered body cam footage, his wife attempts to piece together what happened to him on that horrible night."
La paradoja de Antares,2022,6.3,Drama|Sci-Fi,97,6.3,,250,"In a race against the clock, Alexandra will be forced to choose how to spend the next hours: facing a critic family drama or trying to bring an answer to one of humanity's most important questions."
The Final Rose,2022,4.7,Horror|Mystery|Thriller,91,4.7,,239,"A young single mother arrives on a remote island to compete on Love at Last, TV's number one dating show. Her quest for love becomes a fight for survival when she discovers that a mysterious killer is slaying the contestants, one by one."
Guns of Eden,2022,3.2,Action,91,3.2,,343,Four weekend campers are hunted by an armed militia.
Sleep No More,2022,5.5,Crime|Drama,87,5.5,,14,Two brothers barely scrape by as their father continues to gamble and drink away the money they do bring home.
Dogborn,2022,5.8,Drama|Thriller,84,5.8,,236,"Homeless and invisible - the Twins are constantly struggling to survive. Sister is a ticking time bomb; her screams are loud. Brother, on the other hand, doesn't speak, but rather screams inward."
Delta,2022,5.6,Drama,105,5.6,,205,"Osso wants to save the river Delta from over-fishing at the hands of the Florians. The Florians have Elia with them, who is born in those lands. The two men will confront each other."
Slant,2022,8.7,Comedy|Drama|Mystery,,8.7,,57,"Melbourne. 1999. Christmas time. In this darkly comic thriller, a career-crazed journalist dredges up the sordid secrets of an infamous socialite after her mysterious disappearance."
Stella/II,2022,8,Drama,,8,,28,"It is 1937 and Stella, a German Jewish refugee, finds work in a Scottish country estate owned by the fascist Earl of Rig, only to be accepted as one of the family and must hide her true identity to survive."
Presencias,2022,4.1,Drama,120,4.1,,197,"Follows a man whose pregnant wife gets murdered and despite the police investigation, the truth is unknown. He tries to find what happened, which confronts him with situations of suspense and terror."
Attack,2022,6.8,Action|Sci-Fi|Thriller,121,6.8,,16408,Witness the rise of an army soldier as he realizes his destiny and comes to terms to becoming India's first super soldier created to combat terrorists as he fights his inner demons and outer enemies.With lots of action
Ladki: Enter the Girl Dragon,2022,4.3,Action|Drama|Romance,122,4.3,,320,"The love triangle between the female, her boyfriend and her inspiration towards martial arts."
Wog Boys Forever,2022,5.3,Comedy,109,5.3,,485,"Steve 'Wog Boy' Karamitsis is now single and working as a taxi driver. Brianna Beagle-Thorpe, Minister for Immigration, hatches a plan to exact her revenge on Steve for destroying her late mother Raelene's political career 20 years earlier"
Den store stilhed,2022,6.6,Drama,95,6.6,,203,"A 29-year-old woman prepares to take her perpetual vows at a convent when her estranged brother unexpectedly shows up, unearthing a secret family tragedy."
Cet été-là,2022,5.6,Comedy|Drama,99,5.6,,121,Chronicles the passage from childhood to adolescence through the story of pre-teens who meet each summer as a family and share all the questions of entering adolescence.
The Wind & the Reckoning,2022,7.8,Adventure|Drama|History,94,7.8,,136,"As an outbreak of leprosy engulfs 19th-century colonial Hawai'i, a small group of infected Native Hawaiians resist government-mandated exile, taking a courageous stand against the provisional government. Inspired by real-life events."
Street Code Broken,2022,6.6,Drama,108,6.6,,59,It follows two friends who come to a crossroads when one of them decides that street life isn't what he wants.
Hey You!/I,2022,4.6,Romance|Thriller,104,4.6,,127,"A shy nerdy guy meets a sexually confident woman via an adults-only website, but her life is complicated by the obsessive interest of other men."
Daman,2022,9,Adventure|Drama,121,9,,13429,"The film is set in 2015. Sid, is a young doctor who completed his MBBS has been posted to the cut-off area of Malkangiri district Odisha having 151 villages & infamous for Naxals dominance & no basic facilities. It's a real life tale of perseverance & dedication."
Everybody Hates Johan,2022,6.8,Comedy,93,6.8,,1697,"Everybody Hates Johan is a comedy about Johan Grande's adventurous life, and his long-lasting battle to win over the love of his life, Solvor, who he accidentally blew up a bit in his teens."
iMordecai,2022,6.2,Comedy|Drama|Family,102,6.2,,161,"A Holocaust survivor, born and raised in a different time, must face the realities of modern world. When confronted with an unfamiliar object, an iPhone, will Mordecai be able to fit into a world that has changed so much around him?"
Day Zero/I,2022,5.2,Action|Horror,82,5.2,,309,"When society breaks down due to a violent outbreak that turns victims into undead monsters, a former elite soldier breaks out of jail to find his family."
Lighting up the Stars,2022,7.4,Drama,112,7.4,,1605,"Having been released after serving his sentence, a funeral director accidentally crosses paths with a girl which brings about an unexpected change in his attitude towards life."
Mondays: See You 'This' Week!,2022,6.7,Comedy,82,6.7,,185,"Akemi Yoshikawa discovers that her whole office is stuck in a time loop, repeating the same stressful work week over and over. Together with her colleagues she has to find out how to break the loop."
Babe Beach,2022,3.5,Comedy,,3.5,,40,"Follow Jeremy and Danny on their journey to 'Babe Beach', a legendary beach full of women that Jeremy's cousin Larry used to tell him about when he was younger, and where Jeremy promises Danny will finally lose his virginity."
A Christmas Spark,2022,6.1,Comedy|Drama|Romance,85,6.1,,374,"It tells the story of recently widowed Molly who decides to visit her daughter for Christmas. She signs on to direct the town's Christmas pageant and falls for Hank, the town's most eligible bachelor."
Four Samosas,2022,5.5,Action|Comedy|Romance,80,5.5,58,257,"An unmotivated South Asian American rapper, along with three other first time thieves, plans a heist on a grocery store owned by his ex-girlfriend's father, in order to steal her wedding diamonds and disrupt her pending engagement."
My One True Love,2022,6,Comedy|Romance,,6,,184,"A woman is told by a gypsy that she'll fall in love with a man named John. So her friends turn her life upside down to help her date every John they collectively know to find the ""one""."
Raven Song,2022,5.8,Comedy|Drama|Mystery,109,5.8,,293,"Nasser, an unexceptional washout, is diagnosed with a brain tumor when he meets an enigmatic and peculiar young woman. Infatuated by her and sick of being a failure, he must quickly figure ...                See full summary »"
The Chambermaid,2022,6.8,Drama|History|Romance,110,6.8,,148,Historical drama about a love between two teenage girls from the opposite sides of social ladder.
The Last 10 Years,2022,6.8,Drama|Romance,124,6.8,,1076,"Twenty-year-old Matsuri Takabayashi learns that she only has ten years to live due to an incurable disease. She decides to not dwell on her life and not to fall in love, but she meets Kazuto Manabe at a school reunion."
Rosé All Day,2022,4.5,Comedy,78,4.5,,83,"Centers on a group of college friends who meet once a year for their ""Rosé All Day"" pool party. After years the cracks in their relationships become all-consuming sinkholes filled with vomit, tears and confessions."
The Third Saturday in October Part V,2022,4.7,Comedy|Horror,89,4.7,,241,Follow an implacable killer as he stalks and butchers the occupants of houses across the stretch of one lone country road while the residents prepare to watch a yearly college-football bout.
Laththi,2022,6.5,Action|Crime|Drama,143,6.5,,2805,"A police constable, who gets trapped in a building with his 10-year-old kid, and how they escape from the building surrounded by a group of the enemy."
H4Z4RD,2022,6.1,Action|Comedy,88,6.1,,502,"Follows Noah, who really loves his girlfriend, his daughter, and his car, but after accepting a driving job he gets into a race that will result in either losing his life, his family or his beloved car."
The Jessica Cabin,2022,7.6,Horror,73,7.6,,21,A heartbroken young man finds himself trapped in a remote rental with two lonely souls.
Cosmic Dawn,2022,4.2,Sci-Fi|Thriller,98,4.2,,531,"After witnessing the alien abduction of her mother as a child, Aurora joins the UFO cult ""The Cosmic Dawn"". Now moved on from the cult, Aurora is forced to confront her past and pursue the ultimate truth about The Cosmic Dawn."
The Real Anthony Fauci,2022,6.6,Crime|Fantasy|History,111,6.6,,823,"Different experts make a stand against today's putatively criminal and harmful health system, focusing on Anthony Fauci and his role in the shaping of the AIDS and COVID-19 epidemics."
The Last Client,2022,6.4,Thriller,95,6.4,,1406,The intense relationship between a psychotherapist and her dangerous new client.
Kumari,2022,6.4,Horror|Thriller,137,6.4,,2014,"The world of Kumari, who is married off far away in Kanhirangat, a cursed land beyond Illymala, in the west. A naive Kumari arrives in the cursed land, where people are ready to sacrifice their lives to preserve tradition and power."
Le torrent,2022,5.7,Crime|Drama|Thriller,102,5.7,,364,"After discovering his wife cheats on him, Alexandre accidentally kills her. Worried that the police would not buy the accident, he decides to hide the truth. He only shares his secret with his daughter from a previous marriage, Lison."
Sorry About the Demon,2022,4.9,Comedy|Horror,105,4.9,,729,A young man struggling with a broken heart learns that his new place is full of restless spirits.
Dr. Saville's Horror Show,2022,6.5,Horror,,6.5,,101,"As the evil Dr. Saville tortures his latest victim, he weaves together three dark and twisted tales in this horror anthology with a simple warning: Be careful what you wish for."
Hugas,2022,4.7,Crime|Drama|Romance,99,4.7,,518,"Ex-gang members and newlyweds Al and Liezl run away with a big bag of cash, but their ex-boss will go to the ends of the earth to find them."
Jethica,2022,5.3,Comedy|Drama|Thriller,72,5.3,70,346,"When Jessica's stalker surprises her in New Mexico, she must seek help from beyond the grave to get rid of him for good."
Christmas on Mistletoe Farm,2022,4.4,Comedy|Family,102,4.4,,1571,"After inheriting a farm at Christmas time, a widowed father makes a bumpy adjustment to village life - while his kids hatch a plan to stay there forever."
Irréductible,2022,6.1,Comedy,83,6.1,,1623,"Vincent has always enjoyed the benefits of his family's status. When the government votes on a massive savings plan, Vincent is pushed out. When he is transferred to the North Pole, he meets Eva and finds love. It's time for him to choose."
Someone Borrowed,2022,5.7,Comedy|Romance,107,5.7,,1558,"A stubborn bachelor hires an actress to play his fiancee to fulfill his dying mother's final wish, and try to avoid her deleting him from her will."
Nosila je rubac crleni,2022,6.6,Comedy,86,6.6,,207,A road trip comedy about a pig that is about to lose her virginity amid a brewing war.
Pardoned by Grace,2022,4.6,Biography|Drama|Family,102,4.6,,153,"The life of Scott Highberger, a Michigan City, Indiana pastor. Before he practiced religion he was strung out."
Cha wu ci xin,2022,7.1,Crime|Mystery|Thriller,128,7.1,,143,Police officer Wu Jie is about to take her own life when the body of a young Thai woman washes ashore. A cut-off finger and a missing heart only confirm that what looked like a tragic ...                See full summary »
Santa Bootcamp,2022,6,Comedy|Romance,88,6,,365,"Hired by shopping mall magnate Ed Mancini to host a Christmas gala for his biggest investors, Emily heads to Santa Bootcamp - to find the perfect Santa and the inspiration she'll need to make the evening a success."
Gargi,2022,8.1,Drama|Thriller,140,8.1,,6474,The journey of a young school teacher to prove her father's innocence with the help of a juvenile advocate who's never even seen the interiors of a court hall.
War Trap,2022,6.9,Drama|War,117,6.9,,338,"During the Second World War, following an ambush carried out in a fort by German troops, Eugène, a French soldier, finds himself trapped underground. Now fighting for his survival, his ...                See full summary »"
Mount Hideaway Mysteries: Heartache and Homecoming,2022,5.6,Crime|Mystery|Thriller,125,5.6,,71,"Amy Bradford, the beautiful small town veterinarian and crime scene investigator, just lost her best friend in a car accident. It seems like the last straw in a series of pain and tragedy ...                See full summary »"
Tales from the Other Side,2022,3.1,Horror,90,3.1,,214,"Three kids sought out to have the most legendary Halloween night ever. Their Trick-or-treat adventure brings them to the home of the local town legend ""Scary Mary"". Legends say that she is ...                See full summary »"
Three Day Millionaire,2022,5,Comedy,92,5,,535,'A raucous black comedy about a gang of Grimsby Trawler-men who carry out the heist of a lifetime'.
2025 Armageddon,2022,3.2,Action|Sci-Fi,85,3.2,,217,A militant alien race launches an attack on Earth using gigantic creatures and geological disasters all based on those found on The Asylum's Movie Channel signal which reached their planet.
Dragon Knight,2022,3.5,Fantasy,98,3.5,,2178,"When a malevolent force takes hold in the kingdoms of Agonos, a lone knight must embark on a perilous quest to find the last dragon, and save the world from this great and growing evil."
Bodyshop,2022,7.2,Drama|Fantasy,89,7.2,,39,"The ghost of a young soldier, who bids farewell to his mother and travels the world to see his transgender sister. By possessing living bodies, he meddles with the romances of unfaithful ...                See full summary »"
June Zero,2022,7.4,Drama|History,105,7.4,,99,"This thrilling yet, at its core, empathetic and humanist film looks at the infamous trial of Adolf Eichmann, the architect of the mass extermination of Jews during the Second World War. ...                See full summary »"
The Curse of La Patasola,2022,3.4,Horror,84,3.4,,425,"On a weekend camping trip, two struggling couples are haunted by La Patasola, a famed vampiric monster from Amazonian folklore, testing their relationships, morality, and will to survive."
Mother and Son,2022,6.7,Drama,116,6.7,72,352,"In the late 1980s, Rose moves from the Ivory Coast to Paris with her two young sons. Spanning 20 years from their arrival in France to the present day, the film is the moving chronicle of the construction and deconstruction of a family."
Almost Pyaar with DJ Mohabbat,2022,4.9,Drama|Musical|Romance,121,4.9,,975,"In London, a girl likes a boy, a little too much. And, in a parallel universe exists a boy that likes a girl. The two unrequited love stories, burdened by social status, caste and inequality are breathlessly, heading on towards each other."
As a Prelude to Fear,2022,3.8,Horror|Mystery|Thriller,96,3.8,,739,"When a young girl called Eve gets kidnapped and imprisoned in a dungeon-like basement, the police believe it is the work of the notorious Pied Piper."
Single Not Searching,2022,5.2,Romance,,5.2,,34,"Romantic drama told across two continents as four friends leave Atlanta to Ghana and along the way, they find laughter, tears, joy, pain, jealousy, and a whole lot of drama."
Remembering Every Night,2022,6.3,Drama,116,6.3,68,49,"Three women of different generations who walk the streets of Tama New Town, over the course of one day. Each woman is burdened with her own worries and feelings of isolation as they struggle to move forward in their lives."
Trader,2022,7.7,Thriller,84,7.7,,32,"When a manipulative sociopath discovers her passion for stock market trading, she sets out to conquer the financial world, all from the confines of her basement apartment."
Sherdil,2022,6.6,Comedy|Drama,120,6.6,,2838,"Inspired by the real events that took place in the Pilibhit Tiger Reserve where people used to leave their elderly family members for tigers to prey on, and then claim compensation from the administration."
The Gallery,2022,7.3,Drama|Thriller,318,7.3,,35,An art curator is held hostage by a portraitist who threatens to detonate a bomb unless their demands are met. 'The Gallery' contains two interactive narratives - set in 1981 (with a female protagonist) and 2021 (with a male protagonist).
Finnick,2022,5.7,Animation|Adventure|Family,85,5.7,,377,"Finnick is a young Finn, who doesn't seem to care about his responsibility of making a home out of his house. Everything changes when a new family comes to his house and Finnick's tricks do not work at all."
Maayon,2022,5.9,Mystery|Thriller,131,5.9,,1285,"A gang of idol smugglers plan to steal a hidden treasure in an ancient Hindu temple, that has mysterious secrets. What happens next ?"
Cadaver,2022,6.5,Crime|Drama|Mystery,123,6.5,,3420,A high profile murder baffles the cops when a prison inmate claims responsibility and promises more deaths. Will the police surgeon Bhadra crack this mystery?
A Waltons Thanksgiving,2022,5.9,Drama,90,5.9,,227,"The Walton family enthusiastically prepares for the annual Harvest Festival Fair on Walton's Mountain in 1934, but a young boy's arrival dramatically changes their lives."
Float,2022,2.7,Horror,76,2.7,,522,"When a vlogger and her crew embark on their annual river float to commemorate the untimely loss of their friend, they are plunged into a life and death battle with a mysterious local, a sinister paranormal force, and their own fears."
Toolsidas Junior,2022,7.4,Drama|Family|Sport,132,7.4,,2575,"Watching his father lose the 1994 Club Snooker Championship, 13-year-old Midi takes on the impossible journey to bring his father's name on the Winner's Board."
The Skeleton's Compass,2022,4.8,Adventure|Family|Sci-Fi,81,4.8,,149,A group of middle school friends go on the hunt for treasure after finding a skeleton in the woods.
Karthikeya 2,2022,8,Action|Adventure|Fantasy,150,8,,63789,"A sequel to mystic thriller Karthikeya (2014), which deals with the personal problems of Karthik and how he comes out of them. His pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna."
Bleecker,2022,,Comedy|Drama,,,,,Add a Plot
Miracle in Cell No. 7,2022,7.7,Comedy|Drama|Family,145,7.7,,718,"A mentally ill man faces the consequences of a corrupt Indonesian politician as he is wrongly accused of murder, and all he wishes is to see his daughter again."
Prisoner of Love,2022,5.1,Crime|Drama,103,5.1,,124,"Everyone knew Vicky White as a respected churchgoer, a loving daughter, and a trusted neighbor. But there was something missing in her life, and she thought she'd found it when she met convicted murderer Casey White."
Black Stone,2022,7.3,Comedy|Drama,87,7.3,,440,"While filming absent civil servants, a documentary crew stumbles upon Haroula, a desperate, overprotective Greek mother in search of her son. But when he is accused of fraud, Haroula sets ...                See full summary »"
He's Watching,2022,3.8,Horror,95,3.8,,333,A brother and sister discover a presence in their home while their parents are in the hospital suffering a mystery illness that seems to only affect adults. The siblings team up to discover what the presence is and how to escape it.
The Bystanders,2022,8.3,Comedy,97,8.3,,34,An off-the-wall comedy set in the world of the Bystanders - invisible immortals who watch over their human subjects and intervene in (or interfere with) their lives.
Alma & Oskar,2022,6.6,Biography|Drama|History,88,6.6,,103,"In spring 1912 recently widowed Alma Mahler, Grande Dame of Viennas Society gets involved with the ""Enfant Terrible"" of Viennas Art scene, Oskar Kokoschka. After some time their Affair, the...                See full summary »"
Neon Lights/I,2022,3.7,Horror|Thriller,94,3.7,,1260,"Tech tycoon Clay Amani retreats to an off-the-grid location in search of meaning and peace, with disconnected siblings and their offspring, only to be caught in a bone-chilling killing spree within his new estate."
The Anchor,2022,5.5,Mystery|Thriller,111,5.5,,536,"Se-Ra is a famous anchor on a broadcasting station. 5 minutes before her news broadcasts is to go live, she receives a phone call. The caller Mi-So tells Se-Ra ""I am going to be killed by someone. Please cover the story of my death."""
Müjdemi Isterim,2022,4.7,Comedy,103,4.7,,982,"Bulut goes to the nightclub where Müjde is working, a night before his engagement ceremony. He came across his ex-girlfriend who says that she is pregnant. She says that if he doesn't break...                See full summary »"
Until Branches Bend,2022,6.5,Drama,98,6.5,,84,"A feature-length psychological drama about a pregnant cannery worker who, after discovering what she believes to be an invasive insect in a peach, must convince her community that the danger it poses is very real."
Teddybjørnens jul,2022,6.3,Adventure|Family,80,6.3,,195,"Christmas peace falls over the small town, but at the Christmas market there's hectic activity. Mariann discovers a teddy bear at the top shelf. Is he alive? Mariann must get the teddy whatsoever. But Teddy wants to get to a rich family."
The Disappearance of Toby Blackwood,2022,7,Comedy,77,7,,47,"A conspiracy theorist YouTube personality goes missing during the pandemic, and two friends try to find him without leaving their homes."
Pada,2022,7.8,Crime|Drama|Thriller,130,7.8,,2879,"All the governments that have ruled the nation made laws that denied the indigenous people their way of life and their land often, protecting crony capitalist interests. The film revisits an episode of dissent in the 90s which brought up this question amongst us. A history forgotten!"
El Test,2022,5.9,Comedy,105,5.9,,776,"Based on the play by Jordi Vallejo, follows a group of people who must decide whether they want to get 100,000 euros now, or wait ten years to get one million."
Bandirma Füze Kulübü,2022,6.9,Drama|History,111,6.9,,591,"About 60 years ago, there was a curiosity that took the world by storm: Space. In such a period, a group of high school students and their friends have a similar curiosity and form a club ...                See full summary »"
Stealing Raden Saleh,2022,7.3,Action|Crime|Drama,154,7.3,,2327,"To save his father, a master forger sets out to steal an invaluable painting with the help of a motley crew of specialists."
Into the Wind,2022,5.3,Comedy|Drama|Romance,107,5.3,,1128,"She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and ...                See full summary »"
Mediterranean Fever,2022,6.6,Comedy|Drama,108,6.6,,445,"Waleed dreams of a writing career while suffering from depression. He develops a relationship with his neighbor - a small-time crook. While the scheme turns into an unexpected friendship, it leads them into a journey of dark encounters."
Adult Swim Yule Log,2022,6.3,Comedy|Horror,91,6.3,67,1182,"What starts as a simple yule log feed devolves into a surrealist nightmare, as a couple and a group of podcasters spend the night in a double-booked cabin that is secretly occupied by evil and murderous forces."
The Violence Action,2022,4.7,Action|Drama,111,4.7,,787,A young girl leads a double life as an assassin for hire.
Girl Friday,2022,5.5,Drama,92,5.5,,236,A wife resorts to sexual explorations with her husband in order to save their marriage but when her plan backfires she devises an evil scheme.
Treasure,2022,5.5,Comedy|Crime,104,5.5,,1383,"Mesut, a civil servant who returns his hometown to bury his mother, is dragged into by his younger brother Musa to a treasure hunt and finds himself tangled up with a murder."
Phantom Project,2022,5,Comedy|Drama|Fantasy,97,5,,207,"Follow Pablo, a young actor who dreams of starring in a film, but in order to pay the bills he has to work as a simulated patient in medical schools and in weird sessions of alternative therapies."
Les femmes du square,2022,6.5,Comedy,105,6.5,,184,"Follows Angèle, a young undocumented woman in her thirties who lives on the outskirts of Paris."
God Save the Queens,2022,6.4,Comedy,87,6.4,,42,"Featuring a glittering constellation of Los Angeles drag stars, this audacious and candy-colored dramedy follows a quartet of down-on-their-luck queens who end up stuck at the same therapy ...                See full summary »"
